Longitude,Latitude,FireCause,County,FireDiscoveryDate,FireDiscoveryTime,FireOutDate,FireOutTime,State
-95.8002071559999,30.6638386980001,Human,Walker,2020/11/20,03:20:00+00,2020/11/20,22:28:50+00,TX
-95.146416019,32.3898043090001,Human,Smith,2020/12/24,19:34:00+00,2021/01/04,15:01:08+00,TX
-102.981181241,35.695803943,Natural,Hartley,2020/06/17,06:11:05+00,2020/06/19,17:43:12+00,TX
-95.178973835,33.828589337,Human,Red River,2017/10/16,19:09:00+00,2017/10/16,20:55:59+00,TX
-94.557006894,31.8045056400001,Human,Nacogdoches,2021/03/14,03:45:00+00,2021/03/15,13:26:41+00,TX
-95.0650069549999,30.420005342,Human,San Jacinto,2017/11/30,00:10:00+00,2017/12/04,15:00:00+00,TX
-98.334007807,30.961805328,Human,Burnet,2016/03/03,19:44:59+00,2016/03/04,23:00:00+00,TX
-94.890623585,30.715005408,Human,Polk,2017/11/06,18:21:59+00,2017/11/06,19:36:00+00,TX
-95.481207045,30.0596052540001,Undetermined,Harris,2016/02/14,04:46:00+00,2016/02/14,08:03:00+00,TX
-97.750058015,32.1100557180001,Unknown,Bosque,2018/06/29,21:26:49+00,2018/07/04,17:04:09+00,TX
-95.177257171,33.7800893310001,Unknown,Red River,2019/10/02,15:36:41+00,2019/10/09,20:05:39+00,TX
-95.247557038,31.145372149,Unknown,Trinity,2020/06/17,18:17:00+00,2020/06/22,15:49:00+00,TX
-97.569207687,32.242505603,Human,Johnson,2015/09/30,20:45:00+00,2015/10/02,17:00:00+00,TX
-93.965306658,30.1503553250001,Human,Orange,2020/10/06,21:56:00+00,2020/10/07,14:32:27+00,TX
-98.157785373,26.9330600860001,Human,Brooks,2019/07/24,21:36:21+00,2019/07/28,22:06:18+00,TX
-95.3428237699999,32.0341223140001,Human,Cherokee,2016/12/30,18:10:00+00,2016/12/30,20:48:59+00,TX
-95.451007131,31.9156056260001,Human,Anderson,2015/10/15,19:47:00+00,2015/10/21,13:44:59+00,TX
-100.604008584,34.5236058740001,Human,Hall,2016/01/30,20:19:59+00,2016/01/31,23:00:00+00,TX
-101.743058603,30.4575051030001,Undetermined,Terrell,2017/06/19,18:04:00+00,2017/06/22,21:59:59+00,TX
-102.523047313,33.815977461,Human,Hockley,2020/11/14,20:38:00+00,2020/11/16,22:54:48+00,TX
-98.4669524559999,33.856672528,Human,Wichita,2020/06/10,20:52:28+00,2020/06/12,20:57:00+00,TX
-99.716524845,31.6838054090001,Human,Coleman,2016/09/12,21:04:00+00,2016/09/16,00:59:59+00,TX
-100.73400867,35.2471726580001,Human,Gray,2018/04/18,01:51:16+00,2018/04/21,23:06:22+00,TX
-94.5303068709999,31.50010558,Human,Nacogdoches,2015/08/05,15:11:59+00,2015/08/05,16:14:00+00,TX
-95.658307173,31.705105577,Human,Anderson,2020/01/25,20:13:00+00,2020/01/29,15:14:56+00,TX
-94.418990266,33.168172574,Human,Cass,2016/10/22,18:53:00+00,2016/10/22,21:24:59+00,TX
-100.028291645,32.5539388880001,Human,Jones,2020/05/20,22:49:33+00,2020/05/25,00:41:04+00,TX
-96.584807387,31.286905459,Undetermined,Limestone,2015/09/12,18:58:00+00,2015/09/17,12:59:59+00,TX
-96.8595407339999,30.240021902,Undetermined,Lee,2017/10/30,21:46:00+00,2017/11/02,21:59:59+00,TX
-101.567008909,35.736406027,Human,Hutchinson,2016/02/19,22:08:00+00,2016/02/22,23:00:00+00,TX
-93.8243066809999,31.3893055840001,Undetermined,Sabine,2016/02/20,21:37:59+00,2016/02/20,23:39:59+00,TX
-95.347707111,32.036305654,Human,Cherokee,2017/03/23,20:48:59+00,2017/03/24,21:52:00+00,TX
-95.066507133,33.625905973,Human,Red River,2016/02/26,20:19:00+00,2016/02/26,21:35:00+00,TX
-93.7122066329999,31.016938843,Human,Newton,2017/02/28,21:35:00+00,2017/03/01,01:54:59+00,TX
-95.042697056,32.458645749,Human,Smith,2018/08/22,17:37:01+00,2018/08/24,22:05:00+00,TX
-94.1021734179999,31.478305592,Undetermined,San Augustine,2017/03/02,03:14:59+00,2017/03/06,23:34:00+00,TX
-95.00640708,33.0280058610001,Human,Camp,2016/10/22,19:15:00+00,2016/10/22,23:00:00+00,TX
-94.670006929,31.9175223180001,Human,Rusk,2016/10/07,18:59:00+00,2016/10/11,18:53:00+00,TX
-95.179791047,31.6567675860001,Human,Cherokee,2020/12/29,19:06:59+00,2021/01/04,14:21:01+00,TX
-95.155007069,32.175561245,Human,Smith,2020/01/08,20:00:00+00,2020/01/13,15:49:00+00,TX
-95.253917013,30.6157453750001,Human,San Jacinto,2020/03/01,03:43:59+00,2020/03/15,12:59:59+00,TX
-98.920285898,33.7883391600001,Human,Archer,2020/08/17,20:24:36+00,2020/08/19,22:18:32+00,TX
-95.090623793,33.537255955,Human,Red River,2016/12/01,18:26:00+00,2016/12/01,20:48:00+00,TX
-97.509807633,31.5479054730001,Natural,McLennan,2015/08/25,18:32:00+00,2015/08/28,21:59:59+00,TX
-100.892925288,34.17387246,Natural,Motley,2017/08/11,13:31:59+00,2017/08/15,21:59:59+00,TX
-98.445674675,33.8670058640001,Human,Wichita,2018/08/05,21:28:45+00,2018/08/08,01:00:47+00,TX
-98.798341434,33.944172528,Human,Wichita,2020/06/22,16:27:26+00,2020/06/24,22:31:58+00,TX
-98.5827412469999,31.799522144,Human,Comanche,2019/07/27,21:34:47+00,2019/07/30,00:42:09+00,TX
-95.6294470289999,28.8108349930001,Human,Matagorda,2017/10/16,21:59:59+00,2017/10/20,14:00:00+00,TX
-94.7683070159999,32.9933558650001,Unknown,Morris,2019/09/14,21:41:26+00,2019/09/19,19:28:47+00,TX
-97.523340868,29.5363384090001,Undetermined,Gonzales,2017/07/10,20:02:00+00,2017/07/11,21:59:59+00,TX
-97.970007612,28.66750489,Human,Bee,2018/05/16,20:01:39+00,2018/05/18,20:28:52+00,TX
-100.253841675,32.15617214,Natural,Nolan,2018/08/08,23:25:38+00,2018/08/10,22:05:07+00,TX
-103.55238453,29.1503488590001,Human,Brewster,2021/03/14,00:00:00+00,2021/03/22,21:00:00+00,TX
-94.546706991,33.5177059760001,Human,Bowie,2016/01/29,20:32:00+00,2016/01/29,22:34:00+00,TX
-95.306090355,30.523872022,Human,San Jacinto,2018/05/09,23:22:46+00,2018/05/10,16:01:22+00,TX
-95.39297712,31.989325643,Unknown,Cherokee,2018/08/03,19:31:00+00,2018/08/09,16:36:32+00,TX
-98.409271658,26.9786495330001,Human,Brooks,2021/02/10,01:18:00+00,2021/02/15,14:40:38+00,TX
-95.727357141,30.753972053,Unknown,Walker,2019/09/29,20:33:56+00,2019/09/30,15:24:10+00,TX
-94.915907012,32.263605716,Human,Rusk,2016/02/09,01:28:00+00,2016/02/09,02:45:00+00,TX
-99.10680798,30.635005236,Human,Mason,2015/07/28,17:55:00+00,2015/08/03,21:59:59+00,TX
-94.255318727,31.7213409330001,Unknown,Shelby,2020/07/19,18:30:00+00,2020/07/22,13:24:11+00,TX
-101.457175191,30.211288401,Natural,Val Verde,2020/05/18,01:34:03+00,2020/05/21,22:14:43+00,TX
-99.996018147,29.6217150100001,Unknown,Uvalde,2019/08/12,21:00:17+00,2019/08/14,21:48:14+00,TX
-94.024182463,31.9556339050001,Unknown,Shelby,2020/03/01,01:09:01+00,2020/03/04,16:33:28+00,TX
-99.0007246769999,31.67498877,Human,Brown,2020/08/10,17:20:05+00,2020/08/13,23:37:28+00,TX
-94.585840288,32.7677836070001,Unknown,Marion,2020/12/11,03:16:00+00,2020/12/11,22:19:02+00,TX
-101.274210158,30.4286601150001,Human,Crockett,2019/08/01,23:16:24+00,2019/08/05,22:13:15+00,TX
-94.299956854,32.289072413,Human,Panola,2018/04/17,18:16:40+00,2018/04/19,08:47:47+00,TX
-94.4344069049999,32.5775057980001,Human,Harrison,2015/09/14,20:22:00+00,2015/09/15,15:43:00+00,TX
-94.7108069829999,32.681405806,Human,Upshur,2015/09/17,20:31:00+00,2015/09/18,21:59:59+00,TX
-100.610175031,31.153171935,Human,Tom Green,2016/08/12,19:21:59+00,2016/08/12,22:34:59+00,TX
-95.002940269,30.356621999,Unknown,Liberty,2021/03/04,18:07:00+00,2021/03/04,23:41:29+00,TX
-94.564490212,31.535722246,Human,Nacogdoches,2017/12/16,21:13:00+00,2017/12/16,23:10:59+00,TX
-95.874140504,30.5845553460001,Human,Grimes,2020/08/17,21:19:09+00,2020/08/17,23:44:13+00,TX
-101.475008533,30.305505085,Natural,Crockett,2019/08/24,01:36:44+00,2019/09/01,01:12:34+00,TX
-94.940190343,32.114997353,Human,Rusk,2018/05/17,20:20:01+00,2018/05/18,13:38:36+00,TX
-101.375708552,31.119305238,Unknown,Reagan,2020/09/01,01:40:00+00,2020/09/05,22:12:02+00,TX
-98.257341255,33.3146724320001,Human,Jack,2017/04/07,22:11:00+00,2017/04/10,21:59:59+00,TX
-94.5375467809999,29.5795351880001,Unknown,Chambers,2020/12/10,17:07:59+00,2020/12/11,21:00:00+00,TX
-94.462090253,32.7047224880001,Unknown,Marion,2018/08/29,23:45:00+00,2018/09/03,19:26:33+00,TX
-94.756006952,31.916505654,Human,Rusk,2016/02/08,19:44:59+00,2016/02/09,20:26:00+00,TX
-97.58409776,33.3749458140001,Human,Wise,2020/11/08,18:10:27+00,2020/11/08,22:20:00+00,TX
-94.784323607,31.5617889160001,Human,Nacogdoches,2018/08/28,19:52:01+00,2018/09/02,22:18:00+00,TX
-94.839106965,31.7733722830001,Undetermined,Nacogdoches,2016/12/22,21:56:59+00,2016/12/22,23:57:00+00,TX
-96.002090536,30.641772013,Human,Grimes,2017/10/17,21:24:59+00,2017/10/18,14:28:00+00,TX
-94.7095569159999,31.4717389,Unknown,Nacogdoches,2019/07/27,22:43:11+00,2019/07/29,06:35:58+00,TX
-94.693540285,32.2778223880001,Human,Rusk,2016/08/04,19:37:00+00,2016/08/05,17:23:59+00,TX
-100.016141642,32.5547888880001,Unknown,Jones,2019/10/19,21:26:27+00,2019/10/21,22:05:27+00,TX
-100.221008348,32.385505516,Human,Nolan,2017/07/28,22:22:59+00,2017/08/01,21:59:59+00,TX
-98.057588378,27.1592807690001,Human,Brooks,2021/03/12,15:56:48+00,2021/03/22,12:57:50+00,TX
-94.60369034,33.5892559870001,Natural,Bowie,2016/07/27,13:18:00+00,2016/07/27,16:49:00+00,TX
-94.9859403899999,32.7851891450001,Natural,Upshur,2017/07/21,18:19:00+00,2017/07/24,21:59:59+00,TX
-95.902687237,31.7272055710001,Unknown,Freestone,2018/07/15,03:52:00+00,2018/07/17,21:01:29+00,TX
-104.17834251,30.682371715,Unknown,Jeff Davis,2018/06/04,17:01:17+00,2018/06/15,18:00:00+00,TX
-98.604741313,32.8786056770001,Undetermined,Stephens,2016/08/12,15:21:59+00,2016/08/17,00:59:59+00,TX
-95.131607045,31.8541556270001,Human,Cherokee,2021/01/27,18:32:00+00,2021/01/29,20:33:45+00,TX
-94.9229736409999,31.660755597,Human,Nacogdoches,2017/10/10,22:37:00+00,2017/10/12,17:12:00+00,TX
-94.274323551,32.930655873,Natural,Cass,2018/07/04,20:53:01+00,2018/07/06,22:00:29+00,TX
-94.7017403089999,32.6070724590001,Unknown,Harrison,2019/03/23,23:46:01+00,2019/03/25,18:00:00+00,TX
-94.215673436,31.0984771780001,Human,Angelina,2018/04/13,19:09:59+00,2018/04/17,22:00:10+00,TX
-94.4327236029999,33.2256225840001,Human,Cass,2017/09/01,20:36:59+00,2017/09/01,22:31:59+00,TX
-101.595808912,35.679946016,Human,Hutchinson,2018/08/21,16:44:59+00,2018/08/27,23:00:00+00,TX
-100.30967499,31.7031720480001,Natural,Coke,2017/06/24,03:11:59+00,2017/06/27,21:59:59+00,TX
-95.654707119,30.677705373,Human,Walker,2015/08/01,19:37:00+00,2015/08/01,21:53:59+00,TX
-101.290286619,35.7147282610001,Human,Hutchinson,2020/06/09,23:15:38+00,2020/06/10,01:30:00+00,TX
-98.1650075809999,26.4427822060001,Human,Hidalgo,2021/03/17,20:01:26+00,2021/03/20,21:47:04+00,TX
-103.077508862,29.3881748590001,Human,Brewster,2020/11/26,18:04:59+00,2020/11/26,18:59:59+00,TX
-96.413307381,31.9899056020001,Human,Navarro,2015/10/15,18:36:59+00,2015/10/18,00:00:00+00,TX
-100.052991777,34.4501892220001,Human,Childress,2018/04/12,18:30:32+00,2018/04/13,23:27:15+00,TX
-95.6106771,30.5187553430001,Human,Walker,2020/11/14,15:00:00+00,2020/11/30,15:04:59+00,TX
-98.830509403,33.85777425,Human,Wichita,2020/08/15,17:17:12+00,2020/08/16,00:29:20+00,TX
-95.224757181,33.73373932,Unknown,Red River,2018/06/18,20:17:01+00,2018/06/21,22:02:10+00,TX
-101.306210701,34.810018782,Unknown,Armstrong,2018/05/09,02:09:05+00,2018/05/23,01:15:00+00,TX
-95.103406996,31.0517054680001,Human,Trinity,2015/08/09,21:17:00+00,2015/08/10,21:59:59+00,TX
-96.0787572309999,30.756438706,Human,Grimes,2019/09/29,20:42:53+00,2019/09/30,15:27:53+00,TX
-99.19723034,32.698061174,Unknown,Shackelford,2020/08/30,13:43:53+00,2020/09/05,22:01:00+00,TX
-101.799528916,35.127165914,Unknown,Randall,2019/08/31,22:49:03+00,2019/09/01,23:00:59+00,TX
-99.7678081779999,31.3270053410001,Human,Concho,2015/10/07,21:40:59+00,2015/10/12,00:59:59+00,TX
-95.061606951,30.342705327,Human,Liberty,2015/10/07,23:44:00+00,2015/10/08,02:16:00+00,TX
-94.61347355,31.313288872,Human,Angelina,2018/05/09,21:00:00+00,2018/05/09,23:35:37+00,TX
-95.534007141,31.707972242,Human,Anderson,2017/02/13,20:29:59+00,2017/02/13,23:45:59+00,TX
-94.2287069069999,33.5155059890001,Human,Bowie,2016/02/02,21:00:00+00,2016/02/03,15:10:00+00,TX
-93.7699066389999,30.838122141,Human,Newton,2020/05/03,19:20:00+00,2020/05/08,01:16:55+00,TX
-99.4679748619999,32.9835889870001,Natural,Throckmorton,2016/08/08,21:55:00+00,2016/08/13,00:59:59+00,TX
-94.366123444,30.460705375,Unknown,Hardin,2018/06/26,18:31:12+00,2018/06/28,18:04:56+00,TX
-102.890909289,36.500506075,Undetermined,Dallam,2016/04/03,22:11:00+00,2016/04/15,22:37:00+00,TX
-95.374257071,31.1625888130001,Unknown,Houston,2018/09/02,20:20:01+00,2018/09/04,19:14:00+00,TX
-94.238540196,32.7817058460001,Human,Marion,2016/11/10,18:40:59+00,2016/11/10,21:04:00+00,TX
-93.984040033,31.000472159,Human,Jasper,2016/09/30,21:16:00+00,2016/09/30,22:05:59+00,TX
-94.382066781,30.4632153750001,Human,Hardin,2020/01/08,15:20:43+00,2020/01/08,17:45:59+00,TX
-97.7529737409999,31.9005469190001,Unknown,Bosque,2018/06/29,20:55:20+00,2018/07/06,22:47:05+00,TX
-95.102790471,33.611605969,Human,Red River,2016/10/23,18:59:59+00,2016/10/23,19:09:59+00,TX
-93.7033066499999,31.396805591,Human,Sabine,2015/08/02,19:34:59+00,2015/08/02,20:36:59+00,TX
-95.2372071469999,33.1440058740001,Human,Franklin,2015/08/06,18:13:00+00,2015/08/07,16:57:00+00,TX
-100.085841644,32.3111166190001,Human,Taylor,2020/06/11,01:43:14+00,2020/06/13,21:52:38+00,TX
-101.578815935,36.009890071,Human,Hutchinson,2020/11/17,20:27:49+00,2020/11/17,22:59:00+00,TX
-95.009007022,32.003205661,Human,Cherokee,2015/08/02,16:25:59+00,2015/08/02,18:03:00+00,TX
-96.272757412,33.122455825,Human,Hunt,2017/12/16,17:07:59+00,2017/12/18,18:53:00+00,TX
-94.286806853,32.340005757,Human,Panola,2016/02/08,19:12:59+00,2016/02/09,00:00:00+00,TX
-95.509657084,30.7279220550001,Human,Walker,2020/01/06,18:19:32+00,2020/01/07,15:17:48+00,TX
-94.933007055,32.9269058450001,Human,Camp,2016/02/11,22:05:59+00,2016/02/12,23:00:00+00,TX
-94.640406852,30.560105386,Human,Polk,2016/02/16,21:24:00+00,2016/02/17,00:11:00+00,TX
-95.1866737,31.3613944160001,Unknown,Houston,2018/06/29,01:51:59+00,2018/07/02,22:52:25+00,TX
-95.769607198,31.6510055620001,Natural,Anderson,2015/08/28,19:28:59+00,2015/08/30,17:00:00+00,TX
-100.389008377,32.191105474,Human,Nolan,2016/01/31,00:53:00+00,2016/02/02,23:00:00+00,TX
-98.250374584,33.218255755,Unknown,Jack,2018/08/05,20:59:46+00,2018/08/08,21:59:59+00,TX
-95.523807072,30.403505323,Human,Montgomery,2015/10/15,19:09:59+00,2015/10/15,23:47:00+00,TX
-94.315840081,30.123894197,Human,Hardin,2021/03/08,17:50:00+00,2021/03/08,19:50:59+00,TX
-94.4768402779999,33.118672561,Human,Cass,2016/07/15,00:37:59+00,2016/07/15,02:48:59+00,TX
-94.468073537,31.915855665,Human,Shelby,2016/11/01,17:19:59+00,2016/11/01,19:57:59+00,TX
-100.658897274,31.1972275030001,Natural,Tom Green,2018/07/12,18:49:22+00,2018/07/17,01:00:01+00,TX
-95.607663754,31.4142846990001,Human,Houston,2020/08/30,01:12:00+00,2020/08/30,03:34:39+00,TX
-98.5985157169999,27.3635646070001,Human,Duval,2021/01/17,03:23:02+00,2021/01/19,23:00:59+00,TX
-95.854290594,32.442772373,Human,Van Zandt,2017/12/11,18:24:59+00,2017/12/11,23:03:00+00,TX
-103.259008893,29.143804808,Natural,Brewster,2015/07/19,14:34:00+00,2015/07/23,20:00:00+00,TX
-94.39860692,32.99130588,Human,Cass,2015/08/14,21:17:59+00,2015/08/15,23:00:00+00,TX
-101.863478654,30.8787851750001,Human,Crockett,2019/09/26,21:57:15+00,2019/09/29,22:03:53+00,TX
-103.019008837,29.1292048130001,Natural,Brewster,2015/07/26,03:10:00+00,2015/08/07,23:29:59+00,TX
-99.485791518,32.643022262,Natural,Shackelford,2018/06/02,09:49:14+00,2018/06/04,23:16:19+00,TX
-94.362506848,31.8911056650001,Human,Shelby,2015/10/18,19:33:00+00,2015/10/18,21:17:59+00,TX
-95.792780475,30.4296386510001,Unknown,Montgomery,2020/06/14,21:43:59+00,2020/06/15,00:45:00+00,TX
-94.639406891,31.338335543,Human,Angelina,2020/12/09,19:34:00+00,2020/12/09,21:32:54+00,TX
-104.256009187,30.5515050230001,Natural,Jeff Davis,2018/05/22,22:55:55+00,2018/05/29,21:47:28+00,TX
-95.847307286,32.8455057900001,Human,Rains,2016/01/28,21:32:00+00,2016/01/28,22:54:59+00,TX
-94.510256984,33.5591226450001,Human,Bowie,2017/01/26,18:04:59+00,2017/01/26,21:46:59+00,TX
-94.803106933,31.3352721970001,Human,Angelina,2016/12/24,22:06:59+00,2016/12/26,00:23:00+00,TX
-98.795174596,31.124505341,Natural,San Saba,2019/09/01,22:41:59+00,2019/09/05,23:29:40+00,TX
-95.6310071509999,31.424105522,Human,Houston,2015/07/30,18:43:00+00,2015/07/30,20:41:00+00,TX
-98.400991231,32.3554222490001,Human,Erath,2017/02/23,20:25:00+00,2017/02/27,18:36:00+00,TX
-101.592708911,35.6754993490001,Human,Hutchinson,2018/04/16,18:42:57+00,2018/04/21,17:09:54+00,TX
-102.655008799,30.105205004,Unknown,Brewster,2020/08/20,03:03:25+00,2020/08/25,22:13:47+00,TX
-95.0390236059999,30.3608719910001,Human,Liberty,2016/10/18,17:31:00+00,2016/10/18,19:31:59+00,TX
-94.876757035,32.8332391590001,Human,Upshur,2017/11/27,20:35:00+00,2017/11/30,23:00:00+00,TX
-98.745141248,31.088188669,Human,San Saba,2019/08/13,00:01:27+00,2019/08/17,23:07:05+00,TX
-94.242256872,32.881989198,Human,Cass,2018/07/23,20:42:01+00,2018/07/23,23:05:43+00,TX
-100.519508336,30.907838563,Human,Schleicher,2017/03/24,22:36:00+00,2017/03/30,00:59:59+00,TX
-94.3197067849999,30.880005463,Human,Tyler,2015/10/11,20:09:00+00,2015/10/13,15:04:00+00,TX
-95.513607263,33.855539327,Human,Lamar,2016/10/02,18:23:00+00,2016/10/02,22:15:00+00,TX
-94.632792767,33.385715513,Unknown,Bowie,2019/09/10,19:04:41+00,2019/09/13,21:44:18+00,TX
-94.3069068949999,32.9726225470001,Human,Cass,2020/11/06,03:24:59+00,2020/11/10,14:10:16+00,TX
-93.7947066419999,30.7576054570001,Human,Newton,2015/09/02,20:19:59+00,2015/09/04,18:04:59+00,TX
-95.29894042,31.8884389570001,Human,Cherokee,2017/02/09,11:29:59+00,2017/02/10,22:44:00+00,TX
-94.166706854,32.9020058720001,Human,Cass,2015/08/06,21:58:00+00,2015/08/07,14:26:59+00,TX
-94.6229235499999,31.407172218,Undetermined,Angelina,2016/09/21,18:35:00+00,2016/09/21,20:05:00+00,TX
-95.727173772,30.133788591,Human,Montgomery,2016/12/20,20:07:59+00,2016/12/20,22:46:00+00,TX
-98.03895199,28.4433076940001,Human,Live Oak,2019/08/06,20:29:11+00,2019/08/08,22:09:05+00,TX
-94.889656969,31.5874389140001,Human,Nacogdoches,2017/03/03,22:46:00+00,2017/03/04,00:35:00+00,TX
-94.518456943,32.860272509,Human,Marion,2017/07/26,21:40:59+00,2017/07/27,01:18:59+00,TX
-94.552506963,33.038705883,Human,Cass,2015/07/19,20:47:00+00,2015/07/19,21:29:00+00,TX
-99.3775081639999,32.7219389470001,Unknown,Shackelford,2020/06/13,18:18:29+00,2020/06/21,00:27:18+00,TX
-96.256607399,32.9846057990001,Undetermined,Hunt,2015/09/18,20:45:00+00,2015/09/19,21:59:59+00,TX
-101.932508827,33.47767229,Human,Lubbock,2018/03/21,22:38:59+00,2018/03/22,20:00:00+00,TX
-94.338623475,31.385738894,Human,Nacogdoches,2017/01/29,20:29:59+00,2017/01/30,22:57:59+00,TX
-95.335223758,31.8563889490001,Human,Cherokee,2016/10/10,23:42:59+00,2016/10/12,21:59:59+00,TX
-95.228223676,30.657738717,Human,San Jacinto,2020/11/12,20:34:00+00,2020/11/13,00:16:05+00,TX
-94.066906842,33.150105925,Human,Cass,2016/02/11,18:55:00+00,2016/02/11,20:09:00+00,TX
-95.043223731,32.5833724410001,Human,Upshur,2020/12/10,21:33:59+00,2020/12/11,22:20:25+00,TX
-94.484590264,32.850472509,Human,Marion,2017/04/05,22:12:59+00,2017/04/06,21:55:00+00,TX
-96.673240689,30.287521918,Human,Lee,2016/07/17,23:44:00+00,2016/07/20,13:25:00+00,TX
-94.688606885,30.974222135,Human,Polk,2018/05/14,21:10:05+00,2018/05/15,22:21:50+00,TX
-98.401952434,33.7622280690001,Human,Clay,2020/06/16,22:27:26+00,2020/06/19,13:01:12+00,TX
-97.140027378,27.9597547710001,Unknown,Aransas,2020/07/21,22:17:00+00,2020/07/31,00:59:59+00,TX
-95.054723602,30.182771954,Human,Liberty,2016/07/17,22:41:00+00,2016/07/18,01:54:59+00,TX
-94.5692735059999,30.808222099,Human,Tyler,2017/02/13,18:14:59+00,2017/02/13,19:41:59+00,TX
-96.155007422,33.7545059490001,Human,Fannin,2017/11/25,16:05:00+00,2017/11/27,17:05:00+00,TX
-95.143006986,30.644922052,Unknown,San Jacinto,2019/09/06,21:51:28+00,2019/09/08,17:14:07+00,TX
-100.063341635,32.2494499420001,Natural,Taylor,2020/05/27,21:08:32+00,2020/05/29,22:01:00+00,TX
-95.991807201,30.5923053440001,Human,Grimes,2020/06/13,19:08:05+00,2020/06/15,22:00:39+00,TX
-95.071356947,30.196755297,Human,Liberty,2016/08/08,20:13:00+00,2016/08/08,22:22:59+00,TX
-104.852807397,31.892406227,Undetermined,Culberson,2015/12/09,00:51:00+00,2015/12/14,21:00:00+00,TX
-94.3676735239999,32.030639025,Human,Panola,2020/01/08,18:28:50+00,2020/01/09,22:27:03+00,TX
-95.241507025,30.9125054350001,Human,Trinity,2016/02/09,17:41:00+00,2016/02/09,19:54:00+00,TX
-100.621175271,34.8320059260001,Human,Donley,2017/03/21,19:05:59+00,2017/03/24,14:34:00+00,TX
-98.4236246,32.8980556880001,Undetermined,Palo Pinto,2017/01/29,21:42:00+00,2017/01/31,23:00:00+00,TX
-96.047557211,30.4975886560001,Unknown,Grimes,2019/10/22,21:31:20+00,2019/10/24,22:06:58+00,TX
-97.224040802,29.74422179,Human,Fayette,2016/08/06,20:10:00+00,2016/08/08,21:59:59+00,TX
-95.214590505,33.6426393030001,Unknown,Red River,2020/11/03,18:36:00+00,2020/11/04,01:01:00+00,TX
-95.5271504679999,31.625067233,Unknown,Anderson,2020/03/26,19:27:00+00,2020/04/01,18:46:20+00,TX
-94.559673554,31.662838944,Unknown,Nacogdoches,2021/01/15,21:43:59+00,2021/01/15,22:53:00+00,TX
-93.7970066399999,30.7033054450001,Human,Newton,2015/10/04,21:40:59+00,2015/10/04,23:19:59+00,TX
-101.822068921,35.120579912,Human,Randall,2020/06/30,19:47:35+00,2020/07/02,19:33:33+00,TX
-94.949006926,30.4329053490001,Human,Liberty,2016/10/29,23:02:00+00,2016/10/30,02:39:00+00,TX
-95.481507107,31.3106055060001,Human,Houston,2015/10/15,18:07:00+00,2015/10/18,00:27:00+00,TX
-93.840806656,30.8026721310001,Human,Newton,2020/08/22,01:05:00+00,2020/08/28,16:01:00+00,TX
-95.437173783,31.7080055860001,Human,Anderson,2020/08/02,22:08:00+00,2020/08/03,00:37:13+00,TX
-94.206823534,33.0637225620001,Human,Cass,2017/10/30,20:45:00+00,2017/11/02,13:37:00+00,TX
-94.943173585,30.4347720100001,Human,Liberty,2016/08/08,19:41:59+00,2016/08/08,22:28:00+00,TX
-99.353508038,30.5853385500001,Human,Mason,2018/04/14,21:41:15+00,2018/04/22,01:33:56+00,TX
-94.442790141,30.7719387660001,Human,Tyler,2017/01/13,18:07:00+00,2017/01/13,19:02:00+00,TX
-102.195308702,30.304605058,Natural,Terrell,2019/08/17,12:30:13+00,2019/08/21,21:43:11+00,TX
-95.0321069949999,31.3804055370001,Human,Houston,2016/02/18,15:30:00+00,2016/02/20,17:00:00+00,TX
-100.566205763,31.0089768070001,Human,Schleicher,2018/07/30,23:51:54+00,2018/08/04,00:33:00+00,TX
-99.888175033,34.00633915,Human,Foard,2017/07/29,22:02:59+00,2017/08/01,21:59:59+00,TX
-95.30420716,33.0678558560001,Human,Franklin,2020/12/30,01:47:59+00,2021/01/04,14:17:10+00,TX
-98.098292736,30.7105522890001,Human,Burnet,2021/01/17,20:07:50+00,2021/01/22,22:52:52+00,TX
-97.320007493,29.680838447,Unknown,Gonzales,2019/07/17,22:44:45+00,2019/07/19,22:07:32+00,TX
-100.123841655,32.3360221780001,Natural,Taylor,2018/04/11,13:40:11+00,2018/04/14,01:00:55+00,TX
-94.56147365,33.337772607,Human,Bowie,2018/08/06,21:42:00+00,2018/08/08,22:04:33+00,TX
-93.962896637,29.6937752310001,Unknown,Jefferson,2021/01/16,18:45:00+00,2021/01/17,14:00:00+00,TX
-97.0903513389999,30.1704427620001,Human,Bastrop,2019/09/16,22:39:15+00,2019/09/22,13:02:56+00,TX
-97.23187451,30.516204283,Human,Williamson,2020/06/14,23:39:32+00,2020/06/21,01:25:35+00,TX
-94.223790204,32.9458558790001,Human,Cass,2018/06/25,20:08:01+00,2018/06/25,23:01:20+00,TX
-93.699906617,30.7462054580001,Human,Newton,2016/02/13,20:28:00+00,2016/02/13,21:56:00+00,TX
-93.8616066879999,31.339305573,Human,Sabine,2015/08/16,21:43:00+00,2015/08/18,23:00:00+00,TX
-95.210373727,31.7474056030001,Unknown,Cherokee,2019/10/05,04:08:00+00,2019/10/09,20:10:59+00,TX
-94.676608462,31.759285193,Human,Nacogdoches,2018/05/10,20:29:43+00,2018/05/11,18:11:56+00,TX
-95.3801405469999,33.6709392980001,Human,Lamar,2016/12/21,20:03:59+00,2016/12/21,21:49:59+00,TX
