Longitude,Latitude,FireCause,County,FireDiscoveryDate,FireDiscoveryTime,FireOutDate,FireOutTime,State
-95.0314870189999,31.844115629,Undetermined,Cherokee,2022/02/16,23:55:00+00,2022/02/17,22:09:51+00,TX
-94.567784763,33.3019503730001,Undetermined,Bowie,2022/02/17,01:34:59+00,2022/02/17,17:57:27+00,TX
-98.074739612,28.008785753,Human,Jim Wells,2022/02/17,18:40:21+00,2022/02/20,22:45:30+00,TX
-98.227240974,27.863021389,Human,Jim Wells,2022/02/17,21:31:54+00,2022/02/18,00:45:12+00,TX
-98.4722277549999,29.1408949680001,Human,Bexar,2022/02/17,21:26:17+00,2022/02/22,00:12:56+00,TX
-101.499800856,35.7663750460001,Undetermined,Hutchinson,2022/02/18,19:14:38+00,2022/02/18,22:00:55+00,TX
-95.441690411,31.001972116,Undetermined,Walker,2022/02/19,17:02:00+00,2022/02/23,23:09:36+00,TX
-94.9801675749999,33.0577003880001,Undetermined,Camp,2022/02/19,19:44:00+00,2022/02/21,00:15:58+00,TX
-95.684507187,31.837005602,Undetermined,Anderson,2022/02/19,19:44:00+00,2022/02/23,23:08:56+00,TX
-94.4710867649999,29.609325196,Undetermined,Chambers,2022/02/19,21:17:59+00,2022/02/22,14:00:00+00,TX
-94.712671944,31.976365668,Undetermined,Rusk,2022/02/19,19:04:00+00,2022/02/24,20:05:53+00,TX
-98.83611899,29.9227828890001,Human,Kendall,2022/02/19,21:20:50+00,2022/02/22,00:12:14+00,TX
-98.8857078139999,28.1011047480001,Human,La Salle,2022/02/19,20:00:03+00,2022/02/22,00:32:33+00,TX
-100.593659595,34.705841906,Human,Hall,2022/02/19,21:15:12+00,2022/02/22,00:24:34+00,TX
-102.018508952,34.9161725380001,Human,Randall,2022/02/19,21:58:57+00,2022/02/22,00:10:47+00,TX
-100.464248349,31.3823853230001,Human,Tom Green,2022/02/19,23:13:05+00,2022/02/22,23:07:04+00,TX
-94.600159568,32.7416490530001,Undetermined,Marion,2022/02/19,22:04:00+00,2022/02/21,22:02:32+00,TX
-94.567784762,33.291394821,Human,Bowie,2022/02/19,22:06:05+00,2022/02/21,22:06:42+00,TX
-95.8244572629999,32.5551724060001,Human,Van Zandt,2022/02/20,00:47:39+00,2022/02/22,22:02:16+00,TX
-94.895793684,32.3784974100001,Undetermined,Gregg,2022/02/20,16:15:00+00,2022/02/20,18:39:00+00,TX
-94.426606954,33.4418059660001,Human,Bowie,2022/02/20,18:07:00+00,2022/02/22,22:03:03+00,TX
-94.660107389,32.3184731270001,Undetermined,Rusk,2022/02/20,18:17:00+00,2022/02/21,22:06:53+00,TX
-94.086406859,33.341805962,Human,Bowie,2022/02/20,19:18:59+00,2022/02/21,22:07:12+00,TX
-94.9773037149999,32.5533641000001,Human,Upshur,2022/02/20,21:01:59+00,2022/02/21,22:02:21+00,TX
-96.2056573259999,31.9462222720001,Human,Navarro,2022/02/20,20:44:00+00,2022/02/24,20:06:03+00,TX
-94.053773437,31.8872056760001,Human,Shelby,2022/02/20,20:41:00+00,2022/02/22,22:02:32+00,TX
-94.497423552,31.8661556540001,Human,Rusk,2022/02/20,21:27:00+00,2022/02/23,23:09:23+00,TX
-96.532766234,30.295995615,Undetermined,Washington,2022/02/20,22:09:56+00,2022/03/01,23:16:35+00,TX
-94.5311736259999,33.011305878,Undetermined,Cass,2022/02/20,23:03:59+00,2022/02/21,22:00:04+00,TX
-97.642540772,33.326638802,Human,Wise,2020/08/19,18:25:15+00,2020/08/19,19:38:59+00,TX
-97.7125277929999,33.380155809,Undetermined,Wise,2020/07/25,21:24:59+00,2020/07/30,17:00:00+00,TX
-97.600497762,33.338965806,Human,Wise,2020/08/03,16:52:20+00,2020/08/11,00:59:59+00,TX
-95.166240451,33.023155854,Undetermined,Franklin,2022/02/21,20:41:00+00,2022/02/22,22:03:18+00,TX
-101.984008965,35.190205915,Undetermined,Potter,2022/02/21,21:04:50+00,2022/02/25,22:44:36+00,TX
-98.060719755,32.8316915020001,Undetermined,Palo Pinto,2022/02/21,21:57:42+00,2022/02/23,22:42:45+00,TX
-101.447584888,35.8289550490001,Human,Hutchinson,2022/02/21,21:58:45+00,2022/02/21,22:50:56+00,TX
-96.523018995,30.364888609,Undetermined,Burleson,2022/02/21,23:15:41+00,2022/03/08,23:28:57+00,TX
-94.63750691,31.7041722870001,Human,Nacogdoches,2022/02/22,06:27:00+00,2022/02/22,22:02:46+00,TX
-97.672707487,27.2916046180001,Human,Kleberg,2022/02/22,18:38:08+00,2022/02/23,22:42:04+00,TX
-100.691175397,36.0886728030001,Human,Ochiltree,2022/02/22,18:01:27+00,2022/02/24,22:49:25+00,TX
-98.886174578,30.254838502,Human,Gillespie,2022/02/22,22:47:29+00,2022/02/24,23:00:42+00,TX
-98.710254353,28.891990971,Human,Atascosa,2022/02/22,23:13:02+00,2022/02/24,22:48:47+00,TX
-98.21530762,27.265204597,Human,Jim Wells,2022/02/23,02:09:09+00,2022/02/23,22:41:27+00,TX
-95.557207111,31.0147054440001,Undetermined,Houston,2022/02/23,16:57:00+00,2022/02/23,23:09:09+00,TX
-98.906707984,31.623605431,Undetermined,Brown,2022/02/27,20:12:57+00,2022/03/04,22:49:42+00,TX
-94.380865167,33.023640647,Undetermined,Cass,2022/02/28,17:12:00+00,2022/03/02,14:04:53+00,TX
-95.291308187,33.5632599520001,Human,Red River,2022/02/28,20:20:18+00,2022/03/02,14:13:32+00,TX
-99.0574280549999,32.223285536,Human,Eastland,2022/02/28,20:01:34+00,2022/03/02,23:00:59+00,TX
-93.8362386539999,30.7900034620001,Undetermined,Newton,2022/02/28,20:48:00+00,2022/03/01,22:39:41+00,TX
-98.358274581,32.6981889840001,Undetermined,Palo Pinto,2022/02/28,22:28:19+00,2022/03/03,23:33:26+00,TX
-94.7923402659999,31.4493555600001,Human,Angelina,2022/03/01,19:17:00+00,2022/03/02,14:55:18+00,TX
-94.369356914,33.0171892160001,Human,Cass,2022/03/01,19:55:42+00,2022/03/03,19:02:40+00,TX
-94.150840187,33.020005896,Human,Cass,2022/03/01,20:28:12+00,2022/03/03,21:15:12+00,TX
-95.0750071369999,33.6645059800001,Undetermined,Red River,2022/03/01,20:50:00+00,2022/03/04,22:08:41+00,TX
-94.511118041,32.6741724830001,Human,Harrison,2022/03/01,19:44:59+00,2022/03/03,13:57:07+00,TX
-99.204208114,32.6030556000001,Human,Shackelford,2022/03/01,20:57:57+00,2022/03/04,22:51:00+00,TX
-94.726073657,32.6813891360001,Undetermined,Upshur,2022/03/01,22:12:59+00,2022/03/03,22:31:18+00,TX
-94.911723719,32.912772513,Undetermined,Camp,2022/03/01,22:47:59+00,2022/03/03,01:52:07+00,TX
-93.79469662,30.28803236,Human,Newton,2022/03/02,00:30:00+00,2022/03/02,03:41:07+00,TX
-95.335843299,31.875988013,Human,Cherokee,2022/03/02,17:48:59+00,2022/03/03,22:32:07+00,TX
-97.002229724,31.505005485,Human,McLennan,2022/03/02,18:15:12+00,2022/03/07,22:25:08+00,TX
-93.836173324,30.78233879,Human,Newton,2022/03/02,18:13:00+00,2022/03/03,19:53:43+00,TX
-93.8306733219999,30.7768387890001,Human,Newton,2022/03/02,18:36:00+00,2022/03/03,22:45:14+00,TX
-95.218646882,33.1464786550001,Undetermined,Franklin,2022/03/02,18:30:59+00,2022/03/03,22:34:19+00,TX
-97.610174119,26.6061711460001,Human,Kenedy,2022/03/02,19:51:09+00,2022/03/09,23:10:29+00,TX
-94.772590298,32.127255695,Human,Rusk,2022/03/02,20:55:35+00,2022/03/03,23:54:25+00,TX
-93.8640766669999,30.8907054810001,Human,Newton,2022/03/02,19:27:00+00,2022/03/02,22:38:32+00,TX
-94.32364692,33.3158259460001,Undetermined,Bowie,2022/03/02,20:00:00+00,2022/03/03,23:54:09+00,TX
-97.412057451,28.1035914620001,Human,San Patricio,2022/03/02,20:37:24+00,2022/03/04,22:55:25+00,TX
-94.780990257,31.3312222070001,Human,Angelina,2022/03/02,20:58:59+00,2022/03/02,22:45:45+00,TX
-94.868256985,32.001155666,Undetermined,Rusk,2022/03/02,22:04:00+00,2022/03/04,22:09:02+00,TX
-94.803936971,32.0449156780001,Undetermined,Rusk,2022/03/02,21:14:59+00,2022/03/03,22:33:36+00,TX
-95.260390491,33.278755899,Undetermined,Franklin,2022/03/02,23:10:00+00,2022/03/04,21:59:32+00,TX
-94.0868428649999,33.4303969790001,Undetermined,Bowie,2022/03/03,02:38:00+00,2022/03/04,21:58:38+00,TX
-101.868317945,35.2799129360001,Human,Potter,2022/02/27,17:30:37+00,2022/02/28,23:00:00+00,TX
-94.705957008,33.1305058940001,Human,Morris,2022/03/03,17:39:00+00,2022/03/03,22:30:14+00,TX
-94.4258750499999,33.0432220490001,Human,Cass,2022/03/03,19:25:00+00,2022/03/04,22:09:14+00,TX
-94.125306832,32.7089158360001,Undetermined,Harrison,2022/03/03,19:04:31+00,2022/03/04,22:02:27+00,TX
-95.021490404,32.851222497,Human,Upshur,2022/03/03,21:29:30+00,2022/03/04,22:09:41+00,TX
-101.896146972,35.536805977,Human,Potter,2022/03/03,21:12:09+00,2022/03/07,22:29:47+00,TX
-98.6286080259999,33.4582057810001,Human,Archer,2022/03/03,20:35:00+00,2022/03/05,23:22:15+00,TX
-96.013290538,30.619488678,Human,Grimes,2022/03/03,21:22:00+00,2022/03/04,05:15:39+00,TX
-98.545507795,29.6450050650001,Human,Bexar,2022/03/03,21:50:11+00,2022/03/08,23:33:48+00,TX
-95.5868405159999,32.281839022,Undetermined,Henderson,2022/03/03,23:07:24+00,2022/03/08,15:35:09+00,TX
-94.892110338,32.302400725,Human,Rusk,2022/03/03,23:15:41+00,2022/03/04,22:11:59+00,TX
-94.680523664,33.006155871,Undetermined,Morris,2022/03/04,01:10:38+00,2022/03/04,22:34:59+00,TX
-98.716777082,33.966194869,Human,Wichita,2022/03/04,17:23:18+00,2022/03/06,22:22:26+00,TX
-94.6339736579999,33.1058225620001,Undetermined,Cass,2022/03/04,18:39:00+00,2022/03/08,18:01:56+00,TX
-94.3482701949999,32.2626990690001,Undetermined,Panola,2022/03/04,19:36:14+00,2022/03/05,17:32:13+00,TX
-94.107673398,30.851838795,Human,Jasper,2022/03/04,20:44:00+00,2022/03/04,22:08:27+00,TX
-94.180090201,33.1377059180001,Undetermined,Cass,2022/03/04,20:48:00+00,2022/03/05,23:47:35+00,TX
-98.1453696,27.197597585,Human,Brooks,2022/03/04,20:35:27+00,2022/03/09,23:17:26+00,TX
-94.385006877,32.3166724180001,Undetermined,Panola,2022/03/04,21:30:59+00,2022/03/05,23:46:39+00,TX
-103.167861974,31.187750178,Undetermined,Pecos,2022/03/05,01:40:16+00,2022/03/07,16:12:05+00,TX
-98.6530636319999,34.055005888,Undetermined,Wichita,2022/03/05,19:15:08+00,2022/03/07,22:22:10+00,TX
-97.273840787,29.1031716700001,Human,DeWitt,2022/03/05,19:19:38+00,2022/03/06,22:23:20+00,TX
-97.748597547,28.4277148480001,Human,Bee,2022/03/05,19:52:25+00,2022/03/06,22:22:42+00,TX
-93.8957566619999,30.632655427,Human,Jasper,2022/03/05,19:47:00+00,2022/03/05,21:56:10+00,TX
-101.489466908,35.9424720650001,Human,Hutchinson,2022/03/05,18:29:09+00,2022/03/05,21:05:42+00,TX
-98.716957755,27.5991046520001,Human,Duval,2022/03/05,20:19:51+00,2022/03/09,23:05:58+00,TX
-99.076028059,32.215285534,Human,Eastland,2022/03/05,21:23:08+00,2022/03/10,22:49:53+00,TX
-97.572340867,29.236005017,Human,Gonzales,2022/03/05,21:25:12+00,2022/03/08,01:00:01+00,TX
-93.934690027,31.126972197,Human,Jasper,2022/03/05,21:29:00+00,2022/03/06,01:30:33+00,TX
-95.531840462,31.554405552,Undetermined,Houston,2022/03/05,23:11:00+00,2022/03/07,14:03:54+00,TX
-98.67932308,34.068333889,Undetermined,Wichita,2022/03/06,01:22:05+00,2022/03/07,22:22:45+00,TX
-95.0009819539999,30.7365037390001,Undetermined,Polk,2022/03/06,17:50:00+00,2022/03/07,16:12:54+00,TX
-94.8426403989999,33.5412392970001,Undetermined,Red River,2022/03/06,20:41:00+00,2022/03/08,18:02:29+00,TX
-93.803340011,31.498894497,Undetermined,Sabine,2022/03/06,19:47:00+00,2022/03/08,15:35:32+00,TX
-94.419240115,30.335122018,Undetermined,Hardin,2022/03/06,21:28:29+00,2022/03/07,16:13:08+00,TX
-101.633608918,35.647486009,Undetermined,Moore,2022/03/07,16:07:00+00,2022/03/30,23:00:00+00,TX
-103.195752876,29.094590801,Human,Brewster,2022/02/16,19:51:47+00,2022/02/16,19:53:00+00,TX
-103.282173661,28.992551459,Human,Brewster,2022/02/24,19:59:16+00,2022/03/03,20:00:00+00,TX
-94.808877029,33.0295158700001,Human,Morris,2022/03/07,20:35:59+00,2022/03/08,00:19:38+00,TX
-93.627006597,30.74450546,Human,Newton,2022/03/07,20:51:00+00,2022/03/07,23:07:15+00,TX
-94.377223578,32.8899725310001,Undetermined,Cass,2022/03/07,21:14:59+00,2022/03/08,18:02:48+00,TX
-95.44679042,31.166422148,Undetermined,Houston,2022/03/07,21:27:00+00,2022/03/08,17:26:00+00,TX
-93.89083998,30.396172049,Human,Newton,2022/03/08,00:41:00+00,2022/03/08,15:37:24+00,TX
-93.647506601,30.717505454,Human,Newton,2022/03/08,07:15:00+00,2022/03/08,15:37:11+00,TX
-101.534839898,35.695542022,Human,Hutchinson,2022/03/08,02:37:56+00,2022/03/08,16:04:44+00,TX
-94.933107025,32.4110357440001,Human,Gregg,2022/03/10,18:40:00+00,2022/03/14,14:39:42+00,TX
-94.873357046,33.0383058690001,Human,Titus,2022/03/10,19:46:00+00,2022/03/14,14:40:18+00,TX
-94.080173507,33.003839226,Undetermined,Cass,2022/03/10,20:56:00+00,2022/03/14,23:16:20+00,TX
-100.505008353,31.2770053020001,Undetermined,Tom Green,2022/03/10,21:18:42+00,2022/03/14,14:33:30+00,TX
-93.824006657,30.912672157,Undetermined,Newton,2022/03/10,22:15:59+00,2022/03/13,18:40:02+00,TX
-98.2144138799999,32.7748196750001,Human,Palo Pinto,2022/03/10,23:24:30+00,2022/03/13,22:43:43+00,TX
-98.192814238,30.4780065,Human,Burnet,2022/03/10,23:14:44+00,2022/03/14,22:01:00+00,TX
-98.805398165,30.392291361,Human,Gillespie,2022/03/11,22:46:01+00,2022/03/17,00:30:34+00,TX
-95.788077147,30.554525343,Human,Montgomery,2022/03/12,04:40:27+00,2022/03/15,12:59:59+00,TX
-94.2360067719999,31.069805504,Undetermined,Jasper,2022/03/12,19:12:59+00,2022/03/30,23:00:00+00,TX
-101.886120063,35.3316726140001,Undetermined,Potter,2022/03/12,21:15:26+00,2022/03/13,22:37:38+00,TX
-94.902857035,32.721105806,Undetermined,Upshur,2022/03/12,21:30:00+00,2022/03/14,14:40:55+00,TX
-97.849377577,28.556497871,Undetermined,Bee,2022/03/12,22:48:50+00,2022/03/13,22:50:30+00,TX
-98.504607934,32.474505607,Human,Eastland,2022/03/12,21:34:18+00,2022/03/18,22:19:29+00,TX
-98.883658076,33.259275734,Human,Young,2022/03/12,22:11:53+00,2022/03/15,00:01:00+00,TX
-95.964022891,32.594034977,Undetermined,Van Zandt,2022/03/12,20:19:59+00,2022/03/14,23:15:46+00,TX
-99.150008051,31.7607054470001,Undetermined,Brown,2022/03/13,18:28:35+00,2022/03/18,22:15:27+00,TX
-94.6455169279999,32.004515676,Undetermined,Rusk,2022/03/13,18:24:00+00,2022/03/14,21:25:20+00,TX
-98.537507825,30.3169496360001,Human,Blanco,2022/03/13,18:49:49+00,2022/03/20,00:08:21+00,TX
-95.9612572619999,31.9128222750001,Undetermined,Anderson,2022/03/13,18:01:59+00,2022/03/16,21:24:29+00,TX
-98.60250802,33.4669502240001,Human,Archer,2022/03/13,19:20:47+00,2022/03/16,01:10:04+00,TX
-94.291247922,33.497131983,Undetermined,Bowie,2022/03/13,19:02:00+00,2022/03/14,21:28:28+00,TX
-97.842667805,33.0564857430001,Human,Wise,2022/03/13,21:55:21+00,2022/03/16,00:54:29+00,TX
-94.633340295,32.7116724860001,Undetermined,Harrison,2022/03/13,21:10:00+00,2022/03/14,21:24:45+00,TX
-94.697090906,31.3403745420001,Undetermined,Angelina,2022/03/13,21:27:00+00,2022/03/14,01:28:17+00,TX
-93.98017333,30.102005315,Human,Orange,2022/03/13,20:29:00+00,2022/03/14,00:31:04+00,TX
-94.061873421,31.545555607,Undetermined,San Augustine,2022/03/13,21:33:00+00,2022/03/14,18:33:35+00,TX
-97.22308864,30.071265727,Undetermined,Bastrop,2022/03/13,22:43:52+00,2022/03/22,02:17:35+00,TX
-99.016447587,31.9135681710001,Human,Brown,2022/03/13,23:49:18+00,2022/03/18,22:14:30+00,TX
-94.30306237,31.4583389100001,Human,San Augustine,2022/03/14,00:46:00+00,2022/03/14,21:22:49+00,TX
-94.421106755,29.6685352100001,Undetermined,Chambers,2022/03/13,20:00:00+00,2022/03/30,13:30:00+00,TX
-97.951470644,31.189833907,Undetermined,Coryell,2022/03/14,18:52:51+00,2022/03/18,22:17:59+00,TX
-94.564756965,33.0219725490001,Undetermined,Cass,2022/03/14,19:39:15+00,2022/03/15,21:27:54+00,TX
-98.361585067,31.387656228,Human,Mills,2022/03/14,20:11:47+00,2022/03/23,17:42:36+00,TX
-94.63455702,33.629335993,Undetermined,Bowie,2022/03/14,21:00:00+00,2022/03/15,16:16:15+00,TX
-99.717785997,31.8969498480001,Undetermined,Runnels,2022/03/14,20:50:06+00,2022/03/29,22:24:44+00,TX
-98.211259087,29.7283601030001,Human,Comal,2022/03/14,21:09:32+00,2022/03/17,00:25:04+00,TX
-97.855644228,28.0218330930001,Undetermined,Jim Wells,2022/03/14,21:59:58+00,2022/03/18,22:43:01+00,TX
-100.883063907,29.3436160360001,Undetermined,Val Verde,2022/03/15,00:43:26+00,2022/03/18,22:38:48+00,TX
-95.32822372,30.9776387750001,Undetermined,Trinity,2022/03/15,00:53:21+00,2022/03/15,16:52:38+00,TX
-98.042707751,31.260005397,Human,Lampasas,2022/03/15,17:38:38+00,2022/03/26,23:40:09+00,TX
-98.540774687,28.7029625330001,Undetermined,Atascosa,2022/03/15,19:35:02+00,2022/03/22,02:31:22+00,TX
-98.092946716,27.741798639,Undetermined,Jim Wells,2022/03/15,20:25:57+00,2022/03/18,22:46:30+00,TX
-98.567297675,26.2959843880001,Undetermined,Starr,2022/03/15,19:57:39+00,2022/03/18,22:45:35+00,TX
-97.554674153,28.0070047680001,Undetermined,San Patricio,2022/03/15,21:10:56+00,2022/03/18,22:40:56+00,TX
-99.447258125,31.7741054370001,Human,Coleman,2022/03/15,22:39:22+00,2022/03/18,22:17:00+00,TX
-99.5186310459999,28.5605555000001,Undetermined,Dimmit,2022/03/16,14:17:18+00,2022/03/18,22:43:57+00,TX
-99.0983353669999,32.25482564,Undetermined,Eastland,2022/03/16,19:25:56+00,2022/04/08,17:40:42+00,TX
-100.543619363,29.0283382110001,Human,Maverick,2022/03/16,19:55:45+00,2022/03/22,02:30:15+00,TX
-94.380284611,31.4869500230001,Undetermined,Nacogdoches,2022/03/16,20:42:00+00,2022/03/17,15:59:15+00,TX
-97.575007485,27.928338082,Human,San Patricio,2022/03/16,20:36:24+00,2022/03/18,22:44:44+00,TX
-98.7653680509999,33.31719775,Human,Young,2022/03/16,21:19:02+00,2022/03/18,22:16:14+00,TX
-97.982778716,30.8812433260001,Human,Burnet,2022/03/16,21:21:42+00,2022/03/23,17:42:00+00,TX
-97.617341067,32.831597378,Human,Parker,2022/03/16,22:09:29+00,2022/03/22,02:19:06+00,TX
-94.1706967599999,31.1603055250001,Undetermined,San Augustine,2022/03/16,21:06:56+00,2022/03/30,23:00:00+00,TX
-97.495066672,32.297569616,Human,Johnson,2022/03/16,21:59:51+00,2022/03/18,22:54:24+00,TX
-97.493928932,32.313108949,Human,Johnson,2022/03/16,23:45:45+00,2022/03/18,22:55:01+00,TX
-97.472174337,32.3133389500001,Human,Johnson,2022/03/16,23:55:54+00,2022/03/18,22:53:50+00,TX
-97.489174341,32.305672288,Human,Johnson,2022/03/16,23:53:38+00,2022/03/18,22:53:11+00,TX
-95.100756954,30.2001052960001,Undetermined,Liberty,2022/03/17,01:44:00+00,2022/03/18,23:25:36+00,TX
-102.044205974,35.1298239020001,Human,Randall,2022/03/17,17:43:39+00,2022/03/20,00:08:04+00,TX
-100.047298409,32.5990157420001,Human,Jones,2022/03/17,19:55:44+00,2022/03/23,17:45:15+00,TX
-97.744117821,33.6906758650001,Human,Montague,2022/03/17,19:29:05+00,2022/03/22,02:24:20+00,TX
-101.41478298,31.1061066140001,Undetermined,Reagan,2022/03/17,19:04:41+00,2022/03/23,17:53:32+00,TX
-95.0067903409999,31.813538954,Undetermined,Cherokee,2022/03/17,20:00:59+00,2022/03/18,23:26:02+00,TX
-99.103008065,32.19852223,Undetermined,Eastland,2022/03/17,22:10:10+00,2022/04/08,17:42:10+00,TX
-98.929680014,32.062949512,Undetermined,Brown,2022/03/17,21:56:05+00,2022/04/08,17:41:29+00,TX
-94.28111797,32.4897280070001,Undetermined,Harrison,2022/03/17,21:29:00+00,2022/03/18,00:17:42+00,TX
-101.265012557,31.6805803440001,Undetermined,Sterling,2022/03/17,20:12:43+00,2022/03/23,17:53:09+00,TX
-97.749428436,27.298667197,Human,Kleberg,2022/03/17,21:22:41+00,2022/03/20,00:16:09+00,TX
-98.9369524259999,32.223338842,Undetermined,Eastland,2022/03/17,23:42:11+00,2022/04/08,17:43:37+00,TX
-98.8291413059999,32.3349555670001,Undetermined,Eastland,2022/03/17,22:49:42+00,2022/04/08,17:42:53+00,TX
-98.639452483,33.6719502600001,Undetermined,Archer,2022/03/17,22:16:44+00,2022/03/20,00:14:24+00,TX
-98.617182289,26.299372222,Human,Starr,2022/03/18,17:57:36+00,2022/03/21,16:51:57+00,TX
-98.506674687,33.8213947420001,Human,Archer,2022/03/18,19:02:30+00,2022/03/22,02:21:33+00,TX
-97.841777285,28.0273514140001,Human,Jim Wells,2022/03/18,20:35:59+00,2022/03/22,13:37:35+00,TX
-94.66052739,33.028438636,Human,Morris,2022/03/18,21:27:59+00,2022/03/19,00:16:33+00,TX
-96.073324013,32.8254391070001,Undetermined,Van Zandt,2022/03/18,20:22:00+00,2022/03/20,21:52:19+00,TX
-98.2297784789999,33.0998008350001,Human,Jack,2022/03/18,20:46:21+00,2022/03/22,02:20:48+00,TX
-98.495255486,27.478138383,Human,Duval,2022/03/18,23:04:04+00,2022/03/23,22:32:35+00,TX
-96.772840657,28.941671651,Human,Jackson,2022/03/19,16:02:15+00,2022/03/22,02:16:20+00,TX
-101.704622893,35.1260759190001,Undetermined,Randall,2022/03/19,18:13:12+00,2022/03/22,02:25:09+00,TX
-99.904008271,32.3830055290001,Undetermined,Taylor,2022/03/19,18:34:10+00,2022/03/23,17:43:14+00,TX
-94.697089714,33.091646477,Undetermined,Morris,2022/03/19,18:36:59+00,2022/03/20,23:45:12+00,TX
-96.2967574209999,33.1655558320001,Human,Collin,2022/03/19,21:38:58+00,2022/03/22,02:18:23+00,TX
-94.635538911,31.7418466240001,Human,Nacogdoches,2022/03/19,20:47:00+00,2022/03/19,23:41:14+00,TX
-95.8685741689999,30.5765023450001,Human,Grimes,2022/03/19,20:25:00+00,2022/03/20,21:46:47+00,TX
-98.423678003,26.6803997710001,Undetermined,Starr,2022/03/19,20:56:36+00,2022/03/22,02:28:46+00,TX
-98.276674296,26.99472676,Human,Brooks,2022/03/19,21:42:49+00,2022/03/25,23:07:05+00,TX
-95.091090424,32.88454083,Undetermined,Upshur,2022/03/19,22:33:00+00,2022/03/20,01:24:35+00,TX
-97.807507621,29.8166717920001,Undetermined,Caldwell,2022/03/19,21:55:08+00,2022/03/22,02:00:56+00,TX
-94.360284615,31.6558389480001,Undetermined,Shelby,2022/03/19,22:28:59+00,2022/03/20,21:47:44+00,TX
-97.851926228,28.0524602890001,Human,San Patricio,2022/03/19,23:54:18+00,2022/03/22,13:34:35+00,TX
-94.774506898,30.791395428,Undetermined,Polk,2022/03/20,01:30:00+00,2022/03/20,05:54:27+00,TX
-94.47404025,32.6653224830001,Undetermined,Harrison,2022/03/20,03:39:00+00,2022/03/20,21:52:54+00,TX
-94.563556967,33.0671725550001,Undetermined,Cass,2022/03/20,11:28:00+00,2022/03/21,21:52:22+00,TX
-99.093341359,32.1466722210001,Undetermined,Eastland,2022/03/20,17:30:37+00,2022/04/08,17:39:35+00,TX
-94.5505269779999,33.291695932,Undetermined,Bowie,2022/03/20,17:29:00+00,2022/04/09,20:51:43+00,TX
-98.0041745029999,32.3588945060001,Undetermined,Erath,2022/03/20,18:54:05+00,2022/03/30,23:18:06+00,TX
-95.541459085,30.574013356,Undetermined,Walker,2022/03/20,18:49:59+00,2022/03/22,20:48:11+00,TX
-95.886924022,33.7448226290001,Human,Fannin,2022/03/20,18:44:23+00,2022/03/23,22:29:29+00,TX
-98.654583056,33.815636845,Undetermined,Archer,2022/03/20,19:18:59+00,2022/03/23,22:26:26+00,TX
-102.988813917,30.897099134,Undetermined,Pecos,2022/03/20,20:27:39+00,2022/03/22,13:41:00+00,TX
-98.898132725,32.3771776720001,Undetermined,Eastland,2022/03/20,20:13:46+00,2022/04/08,17:38:30+00,TX
-95.598718106,30.699047379,Human,Walker,2022/03/20,18:40:00+00,2022/03/21,21:48:11+00,TX
-101.457508637,32.2750054420001,Human,Howard,2022/03/20,20:02:00+00,2022/03/25,21:26:38+00,TX
-98.785285591,28.630560417,Undetermined,McMullen,2022/03/20,19:14:44+00,2022/03/23,22:32:04+00,TX
-98.8666747139999,32.3127833610001,Undetermined,Eastland,2022/03/20,21:17:35+00,2022/04/08,17:37:30+00,TX
-95.8457606379999,33.1680558520001,Human,Hopkins,2022/03/20,18:27:00+00,2022/03/21,21:53:06+00,TX
-96.719007319,29.1390050250001,Undetermined,Jackson,2022/03/20,20:45:30+00,2022/03/22,02:00:05+00,TX
-98.100255622,28.1079757730001,Undetermined,Live Oak,2022/03/20,20:49:08+00,2022/03/26,23:35:54+00,TX
-94.227406866,32.834189187,Undetermined,Marion,2022/03/20,15:09:33+00,2022/03/22,20:43:12+00,TX
-95.788947959,32.879224766,Undetermined,Rains,2022/03/20,18:40:00+00,2022/03/21,21:56:40+00,TX
-95.069536988,31.061295472,Undetermined,Trinity,2022/03/20,20:48:59+00,2022/03/21,21:58:59+00,TX
-95.897503182,30.6866363660001,Undetermined,Grimes,2022/03/20,18:40:00+00,2022/03/21,22:00:59+00,TX
-95.016140265,30.2601053110001,Undetermined,Liberty,2022/03/20,19:23:00+00,2022/03/21,01:25:08+00,TX
-95.0102236019999,30.2228219740001,Undetermined,Liberty,2022/03/20,21:48:00+00,2022/03/21,01:21:03+00,TX
-103.174208976,31.20170518,Undetermined,Reeves,2022/03/20,23:52:02+00,2022/03/23,22:20:19+00,TX
-94.469666816,30.7197154250001,Undetermined,Tyler,2022/03/20,21:53:00+00,2022/03/21,16:20:54+00,TX
-94.991657063,32.8034558190001,Undetermined,Upshur,2022/03/20,19:50:00+00,2022/03/21,22:02:02+00,TX
-98.1931742959999,27.6006213370001,Undetermined,Jim Wells,2022/03/20,21:59:16+00,2022/03/23,17:47:03+00,TX
-95.201697057,31.7381156010001,Undetermined,Cherokee,2022/03/20,22:28:00+00,2022/03/21,21:58:38+00,TX
-98.8241746749999,31.8277832730001,Human,Brown,2022/03/21,00:48:31+00,2022/04/10,01:01:32+00,TX
-94.988918906,32.4209924690001,Undetermined,Smith,2022/03/20,23:23:00+00,2022/03/21,21:57:00+00,TX
-97.625007802,33.8600059010001,Human,Montague,2022/03/20,21:09:14+00,2022/03/25,00:12:44+00,TX
